881790,NA
883476,2010
883756,NA
883948,NA
885694,NA
887343,NA
887919,NA
889936,NA
890066,NA
891098,NA
891106,NA
891284,NA
891523,NA
892158,NA
893847,NA
894267,2010
894671,NA
895541,2012
895688,NA
897509,NA
897861,2011
898624,NA
906465,NA
907471,NA
908837,NA
910322,NA
910522,NA
910679,NA
911935,NA
912048,NA
913072,NA
913341,NA
914138,NA
914374,NA
914789,NA
916907,NA
917331,NA
920112,NA
920427,NA
921051,NA
921085,NA
921183,NA
921547,NA
921557,NA
921590,NA
921746,NA
922244,NA
922487,NA
923139,NA
923529,2009
925464,2009
926164,NA
926966,NA
927807,NA
928592,NA
928911,NA
932781,NA
933141,NA
933590,NA
934538,NA
934547,NA
936528,NA
943033,NA
944745,NA
946090,NA
946647,NA
946673,NA
946738,NA
947559,NA
948515,NA
948976,NA
949228,2010
949504,NA
949953,NA
1000234,2009
1000235,NA
1001627,NA
1002682,2010
1004702,NA
1004740,2009
1005409,NA
1005501,NA
1005817,NA
1007273,NA
1009569,NA
1010002,2010
1010470,NA
1010961,NA
1011024,NA
1011309,NA
1011698,NA
1013272,NA
1013796,NA
1014133,2011
1014964,NA
1015328,NA
1015610,NA
1015856,NA
1016178,NA
1016933,2010
1017793,NA
1019650,NA
1019883,2010
1022809,NA
1023860,NA
1024321,2009
1025536,NA
1027183,NA
1027258,NA
1027324,NA
1028734,NA
1028954,NA
1030469,NA
1033012,NA
1035770,NA
1035903,NA
1036070,NA
1037652,NA
1038205,NA
1041368,NA
1041429,NA
1041550,NA
1042521,2010
1042729,NA
1044651,NA
1044880,NA
1045690,NA
1046002,NA
1046025,NA
1046050,NA
1046203,NA
1046209,NA
1047125,NA
1047170,NA
1047537,NA
1049535,NA
1049782,NA
1050441,NA
1051343,NA
1051345,NA
1051379,2010
1053352,NA
1057706,NA
1058438,NA
1058690,NA
1058867,NA
1060219,NA
1060523,NA
1060558,NA
1061068,NA
1061580,2009
1061692,NA
1062438,NA
1065002,NA
1065298,2011
1066254,NA
1067077,NA
1068300,NA
1068851,NA
1070154,NA
1070259,NA
1070517,NA
1070523,NA
1071264,NA
1071992,NA
1072688,NA
1072847,NA
1073475,NA
1074078,NA
1074369,NA
1074902,NA
1074972,NA
1075046,NA
1075706,NA
1076394,NA
1077428,NA
1077771,NA
1082368,2010
1082471,NA
1082484,2009
1083643,NA
1083689,NA
1084717,NA
1084727,2011
1084887,2010
1085706,NA
1087456,NA
1087790,NA
1088144,NA
1088514,NA
1089503,NA
1089720,NA
1089787,2010
1090009,NA
1092099,NA
1093672,NA
1094810,NA
1095274,2010
1096654,NA
1098146,NA
1098337,NA
1099305,NA
1099517,NA
1099958,NA
1099980,2010
1100983,NA
1102112,NA
1102266,NA
1102287,NA
1102595,NA
1103585,NA
1103764,2008
1106980,NA
1107160,NA
1108134,NA
1108236,NA
1109242,NA
1109525,NA
1109848,NA
1114868,NA
1115055,NA
1115568,2010
1118237,NA
1123270,NA
1123841,NA
1127160,NA
1127371,NA
1128361,NA
1130144,NA
1132651,NA
1135253,NA
1137547,NA
1138817,NA
1139812,NA
1141688,NA
1141807,NA
1143155,NA
1143848,NA
1144686,2012
1156953,NA
1157647,NA
1158026,NA
1159427,NA
1163370,NA
1166362,NA
1166928,NA
1168455,NA
1169238,NA
1169424,2010
1169770,NA
1170833,2010
1172353,NA
1172678,2009
1174820,NA
1178409,NA
1178970,NA
1181001,NA
1182555,NA
1189396,NA
1199025,NA
1210227,NA
1212545,NA
1220483,NA
1222915,NA
1225874,NA
1228454,NA
1234383,2010
1236964,NA
1248124,NA
1253317,NA
1262276,NA
1262279,NA
1263762,NA
1264755,NA
1265131,NA
1267969,NA
1275873,NA
1279410,NA
1285224,NA
1290476,NA
1293314,NA
1295401,NA
1299709,NA
1302324,NA
1303942,NA
1304366,2009
1304740,NA
1313730,2011
1315399,NA
1319327,NA
1323033,2012
1323648,NA
1324410,NA
1325670,NA
1331520,NA
1332626,NA
1338977,2009
1343034,NA
1344970,NA
1355786,NA
1362599,2009
1362719,2008
1364856,NA
1365997,NA
1366367,NA
1367859,NA
1370291,NA
1373525,NA
1375320,NA
1378946,NA
1390312,NA
1391137,NA
1401564,NA
1403475,NA
1404296,NA
1412109,NA
1412665,NA
1413440,NA
1415277,NA
1435508,NA
1444397,NA
1471265,NA
1475841,NA
1476264,NA
1484949,NA
1485001,NA
1485176,NA
1487052,NA
1488813,NA
1490906,NA
1493491,NA
1493552,NA
1497275,NA
1500213,NA
1502749,NA
1504008,NA
1507277,NA
1521951,NA
1543643,NA
1550603,NA
1562463,NA
