16614,NA
19612,NA
34782,NA
36029,NA
36506,NA
37032,NA
37808,NA
39311,NA
46195,NA
47288,NA
51939,2009
52617,2009
64908,NA
69834,NA
77371,NA
90498,NA
92339,2009
93451,NA
101382,NA
101844,NA
102212,NA
106926,NA
200138,NA
203596,NA
311094,NA
314489,NA
315709,NA
315849,NA
316312,NA
316770,NA
318300,NA
320387,NA
350847,NA
350852,NA
351077,NA
351569,NA
351710,NA
353191,NA
353650,NA
354562,NA
354647,NA
354869,NA
354948,NA
356171,NA
356708,2010
356809,NA
357105,NA
357173,NA
357264,NA
357301,NA
700564,NA
700733,NA
700863,NA
701347,NA
701853,NA
702325,NA
702430,NA
702513,NA
702902,NA
703559,NA
703970,NA
705200,2011
705432,NA
705671,NA
706863,NA
707179,NA
707604,NA
707605,NA
707805,NA
707855,2012
707886,NA
708781,NA
708955,NA
709337,NA
711083,NA
711669,NA
712534,NA
712537,NA
712771,NA
713095,NA
713975,NA
714310,NA
714395,NA
714530,NA
714562,NA
714710,NA
714719,NA
714756,2010
715072,NA
715579,NA
716457,2010
716605,NA
717059,NA
717306,NA
717538,NA
717837,NA
718903,NA
719220,NA
720002,NA
721161,NA
721994,NA
722256,NA
723188,NA
723458,NA
726294,NA
726517,NA
726601,NA
726854,NA
726990,NA
729986,NA
730030,NA
730708,NA
731653,NA
736473,NA
736772,NA
737468,NA
740112,NA
740663,NA
740942,NA
740971,NA
741390,NA
741516,NA
742054,NA
742070,NA
742279,NA
742679,NA
744126,NA
744485,NA
745344,NA
745456,NA
745614,NA
745981,NA
747345,NA
750574,NA
750577,NA
750686,NA
752195,NA
754597,2011
754673,NA
755933,NA
759718,NA
760498,NA
762128,NA
763907,NA
764038,NA
764241,2011
764402,NA
764811,NA
765207,NA
767405,NA
769207,NA
770460,NA
773845,NA
775473,NA
775662,NA
776901,NA
778972,NA
783739,NA
785813,NA
787075,NA
787648,NA
787849,NA
788134,NA
789670,NA
790359,NA
790988,NA
792360,NA
796317,NA
796534,NA
797871,NA
799166,NA
801337,NA
802681,NA
803016,NA
803112,NA
804561,NA
806279,NA
807524,NA
810589,NA
810689,NA
811589,NA
811671,NA
811808,NA
811831,NA
812146,NA
812348,NA
813808,NA
814184,NA
818969,NA
820067,NA
821127,NA
822662,NA
824410,NA
826154,NA
828944,NA
830257,NA
830750,NA
831959,NA
831979,NA
832847,NA
834105,NA
834285,NA
835012,2011
840256,2009
840264,2013
840387,NA
842518,NA
846617,NA
846903,NA
846931,NA
850606,NA
852618,NA
854098,NA
854395,NA
854399,NA
854560,NA
855574,NA
855874,NA
855876,NA
856223,NA
857499,NA
857593,NA
857855,NA
859070,NA
859222,NA
860519,NA
861842,NA
862831,NA
865911,NA
866054,NA
867493,NA
868271,NA
868671,NA
872835,NA
874495,NA
879116,NA
879635,NA
